Accession	Filename	Unused	seq_length_summ	counts	Sc_summ	Pep_intensity__summ	Sc_norm	Pep_intensity__norm	SP_2	seq_length
Efra.gene20233_i0_length744.p1	7.2	2.03	105	8	116.0	20856.659	0.02135832837947952	0.023444964340554833	0.022401646360017177	248
Efra.gene20233_i0_length744.p1	10.1	3.72	210	14	197.0	82536.40780000002	0.028199558468873988	0.05075334460950787	0.039476451539190924	248
Efra.gene20233_i0_length744.p1	10.2	2.0	120	8	130.0	0	0.025743597185886372	0	0.012871798592943186	248
Efra.gene20233_i0_length744.p1	10.3	2.01	60	4	62.0	4174.654200000001	0.013597246668264173	0.00619661909082442	0.009896932879544296	248
Efra.gene20233_i0_length744.p1	12.1	2.0	14	1	19.0	2268.314	0.005631100261381142	0.0038176414212603596	0.004724370841320751	248
Efra.gene20233_i0_length744.p1	12.2	2.04	183	13	162.0	27665.204900000004	0.029655755714822363	0.025428891101656276	0.027542323408239318	248
Efra.gene20233_i0_length744.p1	12.3	2.1	77	6	85.0	12415.3288	0.015066218742271377	0.012285755628214516	0.013675987185242947	248
Efra.gene20233_i3_length579.p1	0.4	2.0	14	1	17.0	1495.869	0.009724450288660343	0.002509123422199635	0.006116786855429989	193
Efra.gene2026_i0_length2352.p1	3.1	2.0	10	1	13.0	4247.504	0.0007816243889141175	0.001692295073508306	0.0012369597312112117	783
Efra.gene2026_i0_length2352.p1	5.1	2.0	10	1	13.0	10720.51	0.00043343960964268305	0.001706727028504386	0.0010700833190735346	783
Efra.gene2026_i0_length2352.p1	5.4	1.54	10	1	9.0	0	0.0006115040226775003	0	0.00030575201133875015	783
Efra.gene2026_i0_length2352.p1	12.1	1.8	10	1	11.0	3016.926	0.0010325765620116795	0.0016082239944086672	0.0013204002782101734	783
Efra.gene21131_i1_length711.p1	0.1	5.18	51	3	39.0	4202.0862	0.014988663498331042	0.005406052525545131	0.010197358011938086	236
Efra.gene21131_i1_length711.p1	0.2	4.0	31	2	27.0	1594.378	0.011637448954263628	0.004964824984332929	0.008301136969298278	236
Efra.gene21131_i1_length711.p1	0.3	2.02	31	2	32.0	1004.7194999999999	0.015459074502743716	0.004542920282668434	0.010000997392706075	236
Efra.gene21131_i1_length711.p1	1.1	6.0	82	5	78.0	9091.5953	0.027209262708675547	0.015860490408270655	0.021534876558473103	236
Efra.gene21131_i1_length711.p1	1.2	18.72	244	15	192.0	0	0.06795511719937401	0	0.033977558599687006	236
Efra.gene21131_i1_length711.p1	1.3	8.09	114	6	77.0	3236.2980999999995	0.035204886189669396	0.012913491777800714	0.024059188983735054	236
Efra.gene21131_i1_length711.p1	1.4	1.68	9	1	10.0	1446.687	0.003429644605451018	0.00214105140701093	0.002785348006230974	236
Efra.gene21131_i1_length711.p1	3.1	12.16	231	14	200.0	24133.246499999994	0.0398964730456163	0.031901257421880415	0.035898865233748356	236
Efra.gene21131_i1_length711.p1	3.2	11.17	167	10	100.0	16706.1452	0.04106207933365089	0.022750955041583684	0.03190651718761729	236
Efra.gene21131_i1_length711.p1	3.4	5.75	145	8	81.0	10581.335600000002	0.02285729874474164	0.012115139865236225	0.017486219304988934	236
Efra.gene21131_i1_length711.p1	5.1	18.81	279	18	275.0	47314.6215	0.030420594506620185	0.02499158205085954	0.02770608827873986	236
Efra.gene21131_i1_length711.p1	5.2	14.27	487	27	259.0	0	0.06825012310010735	0	0.034125061550053674	236
Efra.gene21131_i1_length711.p1	5.3	20.25	264	16	236.0	30399.645400000005	0.044374871605240326	0.031943064773075756	0.03815896818915804	236
Efra.gene21131_i1_length711.p1	5.4	6.7	86	5	61.0	0	0.013751067154023279	0	0.0068755335770116395	236
Efra.gene21131_i1_length711.p1	7.1	15.25	368	23	343.0	51745.635800000004	0.05558447070609073	0.03903323916012791	0.04730885493310932	236
Efra.gene21131_i1_length711.p1	7.2	16.78	360	20	271.0	34008.9502	0.052434633756869506	0.040173321462106545	0.046303977609488026	236
Efra.gene21131_i1_length711.p1	7.3	26.0	296	17	255.0	43692.0294	0.042356785347144016	0.03842897954347255	0.04039288244530828	236
Efra.gene21131_i1_length711.p1	10.1	12.67	231	14	200.0	38116.9682	0.030084704896673614	0.024630721381449793	0.027357713139061705	236
Efra.gene21131_i1_length711.p1	10.2	15.74	276	17	229.0	0	0.047654184204069715	0	0.023827092102034857	236
Efra.gene21131_i1_length711.p1	10.3	13.78	165	10	156.0	14122.0859	0.035952042038122224	0.02202788599179185	0.028989964014957036	236
Efra.gene21131_i1_length711.p1	12.1	3.87	153	9	114.0	26308.276199999993	0.03550456435989466	0.04652903349173746	0.041016798925816056	236
Efra.gene21131_i1_length711.p1	12.2	14.59	364	21	265.0	39672.27609999999	0.05097761732522823	0.03831954347916497	0.0446485804021966	236
Efra.gene21131_i1_length711.p1	12.3	7.82	163	11	120.0	27390.327199999996	0.022351479051345772	0.028482659966630137	0.025417069508987956	236
Efra.gene21137_i1_length711.p1	1.1	2.14	22	2	20.0	2676.427	0.006976734027865524	0.004669086487157716	0.00582291025751162	236
Efra.gene21137_i1_length711.p1	1.3	2.0	24	1	17.0	530.4995	0.00777250734057636	0.0021168015799834356	0.004944654460279898	236
Efra.gene21137_i1_length711.p1	5.1	1.8	94	5	36.0	4927.045	0.003982332371775733	0.0026024650622171255	0.0032923987169964294	236
Efra.gene21137_i1_length711.p1	5.3	2.0	24	1	9.0	275.0159	0.001692262052742216	0.00028897872299937165	0.0009906203878707939	236
Efra.gene21137_i1_length711.p1	5.4	6.0	46	3	36.0	0	0.008115383894177675	0	0.0040576919470888375	236
Efra.gene21137_i1_length711.p1	7.1	4.0	62	3	34.0	2192.0775000000003	0.005509830915472551	0.001653547859489926	0.003581689387481239	236
Efra.gene21137_i1_length711.p1	7.2	4.52	46	3	29.0	2587.2585	0.005611086269185298	0.0030562180489201807	0.004333652159052739	236
Efra.gene21137_i1_length711.p1	7.3	6.0	70	4	48.0	5975.8895	0.007973041947697697	0.005256046434628472	0.0066145441911630845	236
Efra.gene21137_i1_length711.p1	10.1	5.55	46	3	41.0	5459.0904	0.006167364503818092	0.0035275978386588285	0.00484748117123846	236
Efra.gene21137_i1_length711.p1	10.2	6.0	46	3	29.0	0	0.006034809353353807	0	0.0030174046766769033	236
Efra.gene21137_i1_length711.p1	10.3	3.03	46	3	26.0	3672.6674000000003	0.005992007006353703	0.005728693292608466	0.005860350149481084	236
Efra.gene21137_i1_length711.p1	12.2	3.27	46	3	29.0	2958.1821	0.005578682650685353	0.002857314949979328	0.004217998800332341	236
Efra.gene21137_i1_length711.p1	12.3	2.34	67	5	44.0	6663.0136	0.008195542318826785	0.006928736167921067	0.007562139243373926	236
Efra.gene21360_i0_length705.p1	5.1	2.09	21	2	19.0	4196.5	0.0021197505169803406	0.0022355364330590584	0.0021776434750196997	234
Efra.gene21462_i0_length701.p1	1.2	2.0	15	1	12.0	0	0.0046404536050498445	0	0.0023202268025249223	216
Efra.gene21462_i0_length701.p1	5.1	4.54	51	4	46.0	3885.7501	0.005559696531378262	0.0022424950740312847	0.0039010958027047736	216
Efra.gene21462_i0_length701.p1	7.2	2.0	23	1	16.0	942.4885	0.0033824172657157857	0.0012164067609372134	0.0022994120133264994	216
Efra.gene21462_i0_length701.p1	7.3	6.0	71	4	45.0	4145.7716	0.008166831161704238	0.003984008524095573	0.0060754198428999056	216
Efra.gene21462_i0_length701.p1	10.1	3.96	48	2	17.0	1250.0905	0.002793977686237374	0.000882588955253995	0.0018382833207456844	216
Efra.gene21462_i0_length701.p1	10.2	4.34	60	4	37.0	0	0.00841250882399193	0	0.004206254411995965	216
Efra.gene22028_i0_length681.p1	1.3	0.34	20	1	7.0	221.2051	0.0033273340571733988	0.0009176486995951816	0.0021224913783842903	227
Efra.gene22028_i0_length681.p1	5.4	1.96	20	1	8.0	0	0.001874919822834979	0	0.0009374599114174895	227
Efra.gene22028_i0_length681.p1	7.1	2.0	60	3	41.0	1740.8752	0.006907634612349365	0.0013652577462387981	0.0041364461792940815	227
Efra.gene22028_i0_length681.p1	7.2	2.0	28	2	25.0	2870.263	0.0050289243488065094	0.0035249450577573747	0.004276934703281942	227
Efra.gene22028_i0_length681.p1	10.1	0.3	40	2	30.0	1964.8864999999998	0.004691623583005489	0.001320025729228582	0.0030058246561170355	227
Efra.gene22028_i0_length681.p1	12.2	2.0	28	2	24.0	1498.1261	0.004799887366471494	0.0015044152416127685	0.003152151304042131	227
Efra.gene22225_i1_length309.p1	0.3	2.0	16	1	9.0	434.6048	0.010059765393329551	0.004546703506957285	0.007303234450143418	102
Efra.gene22225_i1_length309.p1	1.2	2.0	16	1	9.0	0	0.007370132196255637	0	0.0036850660981278187	102
Efra.gene22225_i1_length309.p1	1.4	2.0	16	1	14.0	1041.336	0.01110935860432369	0.0035657856251138592	0.007337572114718775	102
Efra.gene22225_i1_length309.p1	3.1	2.0	16	1	12.0	2392.288	0.005538569199273792	0.007316735334225653	0.006427652266749722	102
Efra.gene22225_i1_length309.p1	3.4	2.0	16	1	14.0	1431.952	0.00914070625183084	0.0037933964643607093	0.006467051358095774	102
Efra.gene22225_i1_length309.p1	5.1	0.97	32	2	24.0	6979.4439999999995	0.00614268261267368	0.008529646588337934	0.0073361646005058075	102
Efra.gene22225_i1_length309.p1	5.4	2.0	16	1	12.0	0	0.0062589235262285325	0	0.0031294617631142663	102
Efra.gene22225_i1_length309.p1	7.2	2.0	16	1	13.0	1805.986	0.005819747354246278	0.0049359496881417	0.005377848521193989	102
Efra.gene22225_i1_length309.p1	10.1	2.0	16	1	12.0	4541.99	0.0041764649150676314	0.006790735057580292	0.005483599986323962	102
Efra.gene22225_i1_length309.p1	10.2	2.0	16	1	13.0	0	0.006259227551078255	0	0.0031296137755391275	102
Efra.gene22328_i1_length673.p1	1.1	2.0	14	1	14.0	1042.745	0.005705725056452399	0.0021252756469136206	0.00391550035168301	202
Efra.gene22328_i1_length673.p1	1.2	4.0	28	2	17.0	0	0.007029598035372538	0	0.003514799017686269	202
Efra.gene22328_i1_length673.p1	3.1	4.48	41	3	37.0	2445.1666000000005	0.00862316838203766	0.0037762535026525028	0.006199710942345082	202
Efra.gene22328_i1_length673.p1	3.2	3.61	45	3	25.0	2747.2803000000004	0.011993379607353478	0.004371062194614535	0.008182220900984007	202
Efra.gene22328_i1_length673.p1	3.4	1.5	14	1	10.0	1610.389	0.0032968601049743478	0.0021541670189364876	0.0027255135619554177	202
Efra.gene22328_i1_length673.p1	5.1	9.14	127	8	109.0	10193.2749	0.014087117427332091	0.006290320144446073	0.010188718785889082	202
Efra.gene22328_i1_length673.p1	5.2	2.03	110	6	47.0	0	0.014469787939645835	0	0.007234893969822917	202
Efra.gene22328_i1_length673.p1	5.3	8.0	77	5	63.0	6435.721299999999	0.013839687678862081	0.007900706460927071	0.010870197069894576	202
Efra.gene22328_i1_length673.p1	5.4	2.06	28	2	20.0	0	0.005267410888410151	0	0.0026337054442050756	202
Efra.gene22328_i1_length673.p1	7.1	4.0	28	2	26.0	3189.998	0.004922586269269012	0.0028113305329106595	0.003866958401089836	202
Efra.gene22328_i1_length673.p1	7.2	4.05	156	8	87.0	4432.5818	0.01966657959694649	0.006117329958041742	0.012891954777494115	202
Efra.gene22328_i1_length673.p1	7.3	8.0	64	4	52.0	4256.1728	0.010091292366145435	0.004373574416491696	0.007232433391318566	202
Efra.gene22328_i1_length673.p1	10.1	8.22	91	6	71.0	9457.7574	0.01247770582298671	0.007140154102766666	0.009808929962876689	202
Efra.gene22328_i1_length673.p1	10.2	8.0	64	4	54.0	0	0.013128646363800088	0	0.006564323181900044	202
Efra.gene22328_i1_length673.p1	10.3	5.34	64	4	51.0	3972.0086	0.013731872872900452	0.0072384367672615494	0.010485154820081001	202
Efra.gene22328_i1_length673.p1	12.1	2.0	28	2	24.0	1141.2514	0.008732753714367002	0.0023581617761085924	0.005545457745237797	202
Efra.gene22328_i1_length673.p1	12.2	4.09	51	3	37.0	1818.6480999999999	0.008315646450287557	0.002052307893090784	0.00518397717168917	202
Efra.gene22328_i1_length673.p1	12.3	3.02	80	5	51.0	6005.027399999999	0.011098283905197926	0.007295565346131076	0.009196924625664502	202
Efra.gene23221_i0_length645.p1	3.1	0.97	48	4	38.0	4333.2716	0.008359616127875863	0.006316931869009891	0.007338273998442877	214
Efra.gene23221_i0_length645.p1	7.3	6.0	53	4	50.0	4506.818200000001	0.009159062985088865	0.004371443847193314	0.006765253416141089	214
Efra.gene23221_i0_length645.p1	10.1	0.48	41	3	42.0	6857.379	0.0069672802555100204	0.004886694221866889	0.005926987238688454	214
Efra.gene23221_i0_length645.p1	10.2	2.45	57	4	44.0	0	0.010097560477799859	0	0.0050487802388999295	214
Efra.gene23450_i0_length639.p1	0.3	2.13	22	2	22.0	2917.9463	0.011831296405991358	0.01468735939169864	0.013259327898845	212
Efra.gene23450_i0_length639.p1	1.4	2.1	43	3	27.0	4403.75	0.010308346899025418	0.007255232164533204	0.008781789531779311	212
Efra.gene23511_i1_length639.p1	1.1	1.52	42	3	32.0	2102.5053	0.012426484759066141	0.004083097565065053	0.008254791162065598	212
Efra.gene23511_i1_length639.p1	1.2	4.85	48	4	42.0	0	0.016548032667064543	0	0.008274016333532272	212
Efra.gene23511_i1_length639.p1	1.3	1.14	16	1	7.0	418.8805	0.0035627586366903845	0.0018606361622566514	0.002711697399473518	212
Efra.gene23511_i1_length639.p1	1.4	2.09	26	2	24.0	3597.409	0.009162975021355928	0.005926775472218275	0.0075448752467871015	212
Efra.gene23511_i1_length639.p1	3.1	3.03	58	4	47.0	7693.2988	0.010437067901461698	0.011320895852503317	0.010878981876982507	212
Efra.gene23511_i1_length639.p1	3.2	2.09	63	5	40.0	8844.179199999999	0.018284246646682285	0.013407785585137093	0.01584601611590969	212
Efra.gene23511_i1_length639.p1	3.4	8.01	60	5	72.0	15126.2201	0.022617704418276843	0.019279443817729006	0.020948574118002924	212
Efra.gene23511_i1_length639.p1	5.1	6.08	123	10	118.0	20868.0363	0.01453092136913137	0.012270326093624127	0.013400623731377749	212
Efra.gene23511_i1_length639.p1	5.2	4.05	38	3	27.0	0	0.007920335550263788	0	0.003960167775131894	212
Efra.gene23511_i1_length639.p1	5.3	6.0	86	6	81.0	18591.236	0.016954550000115406	0.02174665528308266	0.019350602641599032	212
Efra.gene23511_i1_length639.p1	5.4	3.2	120	9	110.0	0	0.027604214608602254	0	0.013802107304301127	212
Efra.gene23511_i1_length639.p1	7.1	6.47	91	7	96.0	19728.5037	0.017318358659953677	0.01656651487243951	0.016942436766196594	212
Efra.gene23511_i1_length639.p1	7.2	5.07	127	10	111.0	20197.030499999997	0.023908265437146727	0.026558783402941988	0.025233524420044357	212
Efra.gene23511_i1_length639.p1	7.3	6.0	92	7	89.0	10642.4397	0.016456935246604014	0.01042015010616104	0.013438542676382528	212
Efra.gene23511_i1_length639.p1	10.1	6.0	92	7	91.0	11885.375900000001	0.015238186848135911	0.008549640340569585	0.011893913594352748	212
Efra.gene23511_i1_length639.p1	10.2	6.02	74	6	74.0	0	0.017142470811153363	0	0.008571235405576682	212
Efra.gene23511_i1_length639.p1	10.3	2.92	42	3	44.0	2663.6834	0.01128828025289856	0.004625223435262987	0.007956751844080772	212
Efra.gene23511_i1_length639.p1	12.1	2.47	58	4	47.0	4762.3976999999995	0.016294961431643145	0.009376342016957239	0.012835651724300193	212
Efra.gene23511_i1_length639.p1	12.2	6.99	95	8	102.0	21165.0897	0.021842883664166857	0.02275775743354145	0.022300320548854155	212
Efra.gene23511_i1_length639.p1	12.3	7.58	108	8	81.0	11113.8049	0.016795238739997085	0.012865368659647686	0.014830303699822385	212
Efra.gene24170_i0_length618.p1	3.1	1.77	10	1	11.0	6400.498	0.0025261279030834123	0.009740112225395128	0.006133120064239271	205
Efra.gene24170_i0_length618.p1	5.1	1.57	20	2	21.0	12995.279	0.0026743142594201266	0.007902092860159943	0.005288203559790035	205
Efra.gene24170_i0_length618.p1	5.2	2.0	10	1	11.0	0	0.0033369869021165587	0	0.0016684934510582793	205
Efra.gene24170_i0_length618.p1	5.3	2.0	10	1	9.0	2719.806	0.0019481650948642091	0.003290062391264542	0.0026191137430643754	205
Efra.gene24170_i0_length618.p1	5.4	1.85	10	1	10.0	0	0.0025951634133142697	0	0.0012975817066571348	205
Efra.gene24170_i0_length618.p1	10.2	2.0	10	1	8.0	0	0.001916521456540284	0	0.000958260728270142	205
Efra.gene24458_i0_length609.p1	0.1	10.88	104	8	117.0	15220.3695	0.05253452354860583	0.02287710856780031	0.03770581605820307	202
Efra.gene24458_i0_length609.p1	0.2	12.01	124	9	135.0	10912.407200000001	0.06798113745559942	0.03970030539412686	0.05384072142486314	202
Efra.gene24458_i0_length609.p1	0.3	9.92	126	9	127.0	7639.3584999999985	0.07167997849570462	0.0403559717516607	0.05601797512368266	202
Efra.gene24458_i0_length609.p1	0.4	10.0	79	6	80.0	14796.935800000001	0.04372321271313795	0.023714075134421548	0.03371864392377975	202
Efra.gene24458_i0_length609.p1	1.1	16.0	331	24	376.0	44667.118200000004	0.1532394729447216	0.09103849793407992	0.12213898543940076	202
Efra.gene24458_i0_length609.p1	1.2	18.39	377	25	367.0	0	0.1517566164106895	0	0.07587830820534475	202
Efra.gene24458_i0_length609.p1	1.3	18.0	201	14	223.0	30767.531199999998	0.1191180886196426	0.14343279299008602	0.1312754408048643	202
Efra.gene24458_i0_length609.p1	1.4	12.0	91	7	110.0	10572.5549	0.044076026711637836	0.018280711655869242	0.031178369183753538	202
Efra.gene24458_i0_length609.p1	3.1	21.66	685	44	688.0	84027.5441	0.1603443201849165	0.12977001555923126	0.1450571678720739	202
Efra.gene24458_i0_length609.p1	3.2	16.89	324	23	285.0	70066.84100000001	0.13672452752382966	0.11147989514982061	0.12410221133682514	202
Efra.gene24458_i0_length609.p1	3.4	21.23	337	23	344.0	63210.8479	0.11341198761111755	0.08455517504478156	0.09898358132794956	202
Efra.gene24458_i0_length609.p1	5.1	25.78	920	56	902.0	215735.43379999985	0.1165741277014087	0.13313139873260468	0.1248527632170067	202
Efra.gene24458_i0_length609.p1	5.2	24.0	704	45	549.0	0	0.16901943784820347	0	0.08450971892410174	202
Efra.gene24458_i0_length609.p1	5.3	26.12	741	48	666.0	170292.1304	0.14630526974797056	0.20905630809344017	0.17768078892070538	202
Efra.gene24458_i0_length609.p1	5.4	17.31	483	33	535.0	0	0.14090324126497156	0	0.07045162063248578	202
Efra.gene24458_i0_length609.p1	7.1	20.83	878	54	825.0	190365.1971999999	0.15619744892872825	0.16776797079243264	0.16198270986058044	202
Efra.gene24458_i0_length609.p1	7.2	18.03	806	52	725.0	120860.71109999997	0.1638881633078874	0.16679779011912604	0.16534297671350673	202
Efra.gene24458_i0_length609.p1	7.3	30.39	614	40	674.0	160142.93999999994	0.1307986741304235	0.16456029824864357	0.14767948618953353	202
Efra.gene24458_i0_length609.p1	10.1	23.96	712	49	731.0	168535.4705999999	0.12846764727610263	0.12723621266351157	0.1278519299698071	202
Efra.gene24458_i0_length609.p1	10.2	20.91	730	48	689.0	0	0.16751180267885668	0	0.08375590133942834	202
Efra.gene24458_i0_length609.p1	10.3	17.78	369	25	365.0	65244.335499999994	0.09827712938448363	0.11889878509798492	0.10858795724123427	202
Efra.gene24458_i0_length609.p1	12.1	15.51	435	28	433.0	68298.36000000002	0.15755343159670468	0.14112454269313848	0.14933898714492158	202
Efra.gene24458_i0_length609.p1	12.2	20.1	702	47	736.0	156323.48700000002	0.16541394020031464	0.176407918742265	0.17091092947128983	202
Efra.gene24458_i0_length609.p1	12.3	18.74	519	35	520.0	94172.91599999998	0.11315897315103768	0.11441157829083555	0.11378527572093661	202
Efra.gene24472_i0_length609.p1	0.4	2.0	12	1	11.0	7313.183	0.005982326271465057	0.01166262132195651	0.008822473796710783	203
Efra.gene2525_i0_length2598.p1	0.2	1.62	34	2	19.0	3795.42	0.0022343104735995764	0.003224544597568656	0.0027294275355841165	865
Efra.gene2525_i0_length2598.p1	5.1	0.55	17	1	10.0	13598.19	0.00030180810524697274	0.001959635866515873	0.0011307219858814228	865
Efra.gene2525_i0_length2598.p1	5.3	0.75	17	1	9.0	5636.225	0.0004617038664129051	0.0016158174048222231	0.0010387606356175641	865
Efra.gene2525_i0_length2598.p1	7.2	0.98	17	1	10.0	18968.8	0.0005278917119903249	0.006113364163239483	0.003320627937614904	865
Efra.gene2525_i0_length2598.p1	10.2	2.0	17	1	10.0	0	0.0005677556338016737	0	0.00028387781690083683	865
Efra.gene25373_i0_length585.p1	5.1	1.51	16	1	10.0	533.7663	0.0013456907785496463	0.00034297289767867026	0.0008443318381141583	194
Efra.gene25400_i0_length486.p1	0.1	2.0	17	1	16.0	606.1272	0.009547434778963903	0.0012107305260178316	0.005379082652490867	152
Efra.gene25400_i0_length486.p1	0.2	2.0	17	1	19.0	441.9455	0.012714990524102852	0.00213673066016467	0.007425860592133762	152
Efra.gene25400_i0_length486.p1	0.4	2.0	17	1	19.0	1151.801	0.013800139012584164	0.0024531247533553973	0.008126631882969781	152
Efra.gene25400_i0_length486.p1	1.1	2.0	17	1	19.0	1030.223	0.010290682691101649	0.0027904623844783594	0.006540572537790004	152
Efra.gene25400_i0_length486.p1	1.2	2.0	17	1	16.0	0	0.008792438409568127	0	0.004396219204784064	152
Efra.gene25400_i0_length486.p1	1.3	2.0	17	1	19.0	805.8528	0.013487586267470743	0.0049925141720293525	0.009240050219750048	152
Efra.gene25400_i0_length486.p1	3.1	2.0	17	1	22.0	1204.265	0.0068138976333170995	0.0024716247316642504	0.004642761182490675	152
Efra.gene25400_i0_length486.p1	3.2	2.0	43	3	45.0	4868.186	0.02868942648180082	0.010293402580708287	0.019491414531254553	152
Efra.gene25400_i0_length486.p1	3.4	2.0	17	1	21.0	1433.795	0.009200842477171832	0.0025488449651844512	0.005874843721178142	152
Efra.gene25400_i0_length486.p1	5.1	2.0	35	3	41.0	7876.613	0.0070418581924894	0.006459610056252935	0.006750734124371167	152
Efra.gene25400_i0_length486.p1	5.2	2.0	26	2	23.0	0	0.009410223231746158	0	0.004705111615873079	152
Efra.gene25400_i0_length486.p1	5.3	4.0	87	6	77.0	13611.454800000001	0.022479375747391478	0.022206546560225908	0.022342961153808693	152
Efra.gene25400_i0_length486.p1	5.4	2.0	17	1	24.0	0	0.008400134206254083	0	0.004200067103127042	152
Efra.gene25400_i0_length486.p1	7.1	2.0	35	2	32.0	2602.8577	0.008051517622610043	0.0030484544183017014	0.005549986020455872	152
Efra.gene25400_i0_length486.p1	7.2	2.0	17	1	18.0	2160.476	0.00540741707611142	0.003962437043140795	0.004684927059626108	152
Efra.gene25400_i0_length486.p1	7.3	2.0	26	2	31.0	2878.9139999999998	0.007994897874089411	0.0039314589165821544	0.005963178395335783	152
Efra.gene25400_i0_length486.p1	10.1	3.64	44	3	38.0	5208.200699999999	0.008874987944518718	0.005225344261634841	0.00705016610307678	152
Efra.gene25400_i0_length486.p1	10.2	2.0	17	1	19.0	0	0.006138857790480597	0	0.0030694288952402985	152
Efra.gene25400_i0_length486.p1	10.3	2.0	17	1	19.0	1271.979	0.006798623334132087	0.0030805079047386834	0.004939565619435385	152
Efra.gene25400_i0_length486.p1	12.1	2.0	17	1	22.0	928.8857	0.010638255895462434	0.002550717317889878	0.0065944866066761565	152
Efra.gene25400_i0_length486.p1	12.2	2.0	17	1	18.0	1598.417	0.005376189632511656	0.0023971306979169945	0.003886660165214325	152
Efra.gene25400_i0_length486.p1	12.3	2.0	35	2	34.0	1602.9854	0.009832690126535005	0.0025881015135006103	0.006210395820017808	152
Efra.gene25400_i1_length585.p1	1.1	1.44	16	1	9.0	697.6643	0.003819222442058344	0.001480584810498093	0.0026499036262782184	194
Efra.gene25400_i1_length585.p1	3.1	2.0	16	1	18.0	994.2968	0.004368046842726238	0.0015988891943251975	0.002983468018525718	194
Efra.gene25400_i1_length585.p1	3.2	4.0	25	2	23.0	3197.058	0.011488915805312219	0.005296441364948715	0.008392678585130467	194
Efra.gene25400_i1_length585.p1	3.4	2.0	16	1	10.0	731.6162	0.0034328130989939084	0.0010190172361346783	0.0022259151675642934	194
Efra.gene25400_i1_length585.p1	5.1	4.0	50	4	44.0	8745.3529	0.0059210394256184445	0.005619348814894388	0.005770194120256416	194
Efra.gene25400_i1_length585.p1	5.2	4.0	25	2	22.0	0	0.0070523949993185	0	0.00352619749965925	194
Efra.gene25400_i1_length585.p1	5.3	2.0	34	3	36.0	8233.810000000001	0.008234512256642535	0.010524929091274917	0.009379720673958727	194
Efra.gene25400_i1_length585.p1	5.4	2.0	16	1	12.0	0	0.0032907742251304657	0	0.0016453871125652329	194
Efra.gene25400_i1_length585.p1	7.1	2.0	48	3	44.0	4816.49	0.0086740576449768	0.004419791690152644	0.006546924667564722	194
Efra.gene25400_i1_length585.p1	7.2	2.0	80	5	57.0	4762.5356	0.01341634064932112	0.006843732434710286	0.010130036542015703	194
Efra.gene25400_i1_length585.p1	7.3	4.0	41	3	37.0	3990.0919999999996	0.007476439249065323	0.0042692326035439565	0.00587283592630464	194
Efra.gene25400_i1_length585.p1	10.1	2.0	25	2	24.0	3799.816	0.004391746611720602	0.0029869752351869574	0.0036893609234537796	194
Efra.gene25400_i1_length585.p1	10.2	2.0	32	2	22.0	0	0.005569273047033943	0	0.0027846365235169716	194
Efra.gene25400_i1_length585.p1	10.3	2.0	16	1	15.0	1212.072	0.004205334021112631	0.002299919645957848	0.0032526268335352397	194
Efra.gene25400_i1_length585.p1	12.2	2.0	16	1	12.0	967.4195	0.002808181526260384	0.001136732609543523	0.0019724570679019535	194
Efra.gene25400_i1_length585.p1	12.3	2.0	16	1	11.0	697.4075	0.002492458746447321	0.0008822267287915106	0.0016873427376194157	194
Efra.gene25717_i1_length576.p1	1.3	2.0	11	1	8.0	1039.365	0.0045194006341263224	0.005124386707050926	0.004821893670588624	191
Efra.gene25717_i1_length576.p1	3.1	2.0	11	1	12.0	1415.272	0.0029577699388791978	0.0023115889142055293	0.0026346794265423635	191
Efra.gene25717_i1_length576.p1	5.1	2.0	11	1	13.0	1509.203	0.0017768754678022035	0.0009849737910280444	0.001380924629415124	191
Efra.gene25717_i1_length576.p1	5.3	2.0	11	1	9.0	959.8162	0.002090962536372581	0.001246162780365886	0.0016685626583692334	191
Efra.gene25717_i1_length576.p1	7.2	2.01	11	1	10.0	1299.228	0.0023907137741970216	0.0018963064449182775	0.00214351010955765	191
Efra.gene25717_i1_length576.p1	10.2	2.0	11	1	11.0	0	0.0028283742699596465	0	0.0014141871349798232	191
Efra.gene25717_i1_length576.p1	10.3	2.0	11	1	10.0	848.1423	0.0028475909252909264	0.0016346370211896412	0.002241113973240284	191
Efra.gene25717_i1_length576.p1	12.3	1.29	11	1	10.0	1333.113	0.0023014611937685874	0.0017128878315528888	0.002007174512660738	191
Efra.gene25799_i1_length576.p1	1.1	2.4	29	2	28.0	1745.4696999999999	0.012068654046108738	0.003762421661266122	0.00791553785368743	191
Efra.gene25799_i1_length576.p1	1.2	2.0	12	1	16.0	0	0.006997123760494008	0	0.003498561880247004	191
Efra.gene25799_i1_length576.p1	1.3	2.0	12	1	18.0	2226.558	0.010168651426784225	0.010977610577302389	0.010573131002043306	191
Efra.gene25799_i1_length576.p1	3.1	2.0	12	1	17.0	1099.834	0.004190174080078863	0.001796378421862599	0.002993276250970731	191
Efra.gene25799_i1_length576.p1	3.2	2.0	12	1	15.0	1306.589	0.00761045868278137	0.0021985736257310066	0.004904516154256189	191
Efra.gene25799_i1_length576.p1	3.4	2.0	12	1	15.0	639.2786	0.005230097444016897	0.0009043920702806811	0.003067244757148789	191
Efra.gene25799_i1_length576.p1	5.1	2.0	12	1	19.0	3564.65	0.0025969718375570662	0.0023264509971078237	0.0024617114173324448	191
